path,module,installed_package,owner,role,lines,direct_internal_dependencies,runtime_importers,test_importers,decision,target_package,change_risk
python_port/ims/model/legacy_vn_reference.py,ims.model.legacy_vn_reference,true,legacy_validation,runtime,179,ims.model.agrsich_export,python_port/ims/api/historical_300_period_rule_delivery.py|python_port/ims/api/historical_500_period_vn_rule_delivery.py|python_port/ims/api/historical_reference_layer_contract.py|python_port/ims/api/vdefmd6_vn_aggregate_run_report.py|python_port/ims/api/vdefmd6_vn_rule_group_1_run_report.py|python_port/ims/api/vdefmd6_vn_rule_group_2_run_report.py|python_port/ims/engine/explicit_period_runner.py|python_port/ims/engine/replay_runner.py|python_port/ims/engine/vn_agrsich_replay.py|python_port/ims/model/legacy_agrsich_multi_period.py|python_port/ims/model/legacy_calculated_comparison.py|python_port/ims/model/legacy_validation_run.py,tests/test_imports.py|tests/test_legacy_agrsich_multi_period.py|tests/test_legacy_validation_report.py|tests/test_legacy_vn_compare.py,freeze_then_move,ims.legacy,high
python_port/ims/model/vdefmd6_action_seed.py,ims.model.vdefmd6_action_seed,true,legacy_validation,runtime,142,ims.model.vdefmd6_population,python_port/ims/api/vdefmd6_action_seed_report.py,tests/test_vdefmd6_action_seed.py,freeze_then_move,ims.legacy,medium
python_port/ims/model/vdefmd6_population.py,ims.model.vdefmd6_population,true,legacy_validation,runtime,375,ims.model.entities,python_port/ims/api/vdefmd6_population_report.py|python_port/ims/api/vdefmd6_pre_shock_snapshot_report.py|python_port/ims/api/vdefmd6_vn_input_draw_report.py|python_port/ims/api/vdefmd6_vu_snapshot_report.py|python_port/ims/api/vu14_source_binding.py|python_port/ims/engine/vdefmd6_pre_shock_runner.py|python_port/ims/model/vdefmd6_action_seed.py|python_port/ims/model/vdefmd6_pre_shock_snapshots.py|python_port/ims/model/vdefmd6_vu_snapshots.py|python_port/ims/model/vu14_pre_shock_projection.py,tests/test_vdefmd6_300_period_state_report.py|tests/test_vdefmd6_500_period_state_report.py|tests/test_vdefmd6_population.py|tests/test_vdefmd6_pre_shock_snapshots.py|tests/test_vdefmd6_vu_snapshots.py,freeze_then_move,ims.legacy,high
python_port/ims/model/vdefmd6_pre_shock_snapshots.py,ims.model.vdefmd6_pre_shock_snapshots,true,legacy_validation,runtime,404,ims.engine.rng|ims.model.entities|ims.model.vdefmd6_population|ims.model.vn_damage_rules|ims.model.vn_insurance_rules|ims.model.vn_rules,python_port/ims/api/vdefmd6_pre_shock_snapshot_report.py|python_port/ims/engine/vdefmd6_pre_shock_runner.py,tests/test_vdefmd6_pre_shock_snapshots.py,freeze_then_move,ims.legacy,medium
python_port/ims/model/vdefmd6_vu_snapshots.py,ims.model.vdefmd6_vu_snapshots,true,legacy_validation,runtime,471,ims.engine.rng|ims.model.entities|ims.model.vdefmd6_population|ims.model.vu_rules,python_port/ims/api/vdefmd6_vu_snapshot_report.py|python_port/ims/engine/vdefmd6_pre_shock_runner.py,tests/test_vdefmd6_vu_snapshots.py,freeze_then_move,ims.legacy,medium
python_port/ims/model/vn_damage_rules.py,ims.model.vn_damage_rules,true,market_domain,rule,113,,python_port/ims/engine/vn_rule_runner.py|python_port/ims/model/vdefmd6_pre_shock_snapshots.py|python_port/ims/model/vn_rules.py,tests/test_vn_damage_draw_basis.py|tests/test_vn_damage_rules.py|tests/test_vn_insurance_rules.py|tests/test_vn_rule_runner.py|tests/test_vn_rules.py,keep,ims.domain,medium
python_port/ims/model/vn_insurance_rules.py,ims.model.vn_insurance_rules,true,market_domain,rule,1591,ims.model.vn_rules,python_port/ims/engine/vdefmd6_pre_shock_runner.py|python_port/ims/engine/vn_rule_runner.py|python_port/ims/io/scenario_loader.py|python_port/ims/model/vdefmd6_pre_shock_snapshots.py,tests/test_eighth_fachlicher_vn_random_regression.py|tests/test_fifth_fachlicher_vn_sample_search_regression.py|tests/test_ninth_fachlicher_vn_damage_settlement_breadth.py|tests/test_second_fachlicher_vn_rule_snapshot_regression.py|tests/test_seventh_fachlicher_vn_preference_regression.py|tests/test_sixth_fachlicher_vn_search_history_regression.py|tests/test_vdefmd6_pre_shock_snapshots.py|tests/test_vn_insurance_rules.py,review_split,ims.domain,high
python_port/ims/model/vn_rules.py,ims.model.vn_rules,true,market_domain,rule,570,ims.model.entities|ims.model.vn_damage_rules,python_port/ims/engine/vn_rule_runner.py|python_port/ims/io/scenario_loader.py|python_port/ims/model/vdefmd6_pre_shock_snapshots.py|python_port/ims/model/vn_insurance_rules.py,tests/test_imports.py|tests/test_vn_damage_draw_basis.py|tests/test_vn_insurance_rules.py|tests/test_vn_rule_runner.py|tests/test_vn_rules.py,keep,ims.domain,medium
python_port/ims/model/vu14_pre_shock_projection.py,ims.model.vu14_pre_shock_projection,true,legacy_validation,runtime,85,ims.engine.context|ims.model.agrsich_export|ims.model.agrsich_service|ims.model.entities|ims.model.vdefmd6_population|ims.model.vu_rules,python_port/ims/api/vu14_pre_shock_projection_report.py,tests/test_vu14_pre_shock_projection.py,freeze_then_move,ims.legacy,medium
python_port/ims/model/vu_rules.py,ims.model.vu_rules,true,market_domain,rule,1767,ims.model.entities,python_port/ims/api/vu14_pre_shock_projection_report.py|python_port/ims/api/vu14_source_binding.py|python_port/ims/engine/vu_rule_runner.py|python_port/ims/io/scenario_loader.py|python_port/ims/model/vdefmd6_vu_snapshots.py|python_port/ims/model/vu14_pre_shock_projection.py,tests/test_imports.py|tests/test_vdefmd6_vu_snapshots.py|tests/test_vu14_pre_shock_projection.py|tests/test_vu_rule_runner.py|tests/test_vu_rules.py,review_split,ims.domain,high
python_port/scheduler/__init__.py,scheduler,false,dormant_scaffold,package_marker,5,,,,retire_after_import_check,,low
python_port/scheduler/core.py,scheduler.core,false,dormant_scaffold,runtime,36,,,,retire_after_import_check,,low
